school,course,subject,free_exam_names,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correctAnswer,rationale,image,qtype,heading
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP College Math Mock Exam,,"A new diagnostic test for a certain medical condition was administered to 200 patients. The results are shown in the table. If a patient is selected at random, what is the probability the patient tested negative given that the condition was present?",33/130,97/130,67/200,33/200,,,,A,"<h2>The probability that a patient tested negative given that the condition was present is 33/130.</h2>  
To find this probability, we must focus on the subset of patients who actually have the condition. Out of the 130 patients with the condition, 33 tested negative, leading to the probability calculation of 33 out of 130.

<b>A) 33/130</b>  
This choice represents the number of patients who tested negative (33) divided by the total number of patients who actually have the condition (130). This accurately captures the conditional probability we are looking for.

<b>B) 97/130</b>  
This option suggests the probability of testing positive given that the condition was present, as it indicates the number of patients who tested positive (97) out of the total with the condition (130). This does not answer the question about those who tested negative.

<b>C) 67/200</b>  
Here, the fraction represents the total number of patients who tested negative (67) out of all patients (200). This does not account for the condition being present, thus failing to provide the conditional probability required.

<b>D) 33/200</b>  
This choice incorrectly reflects the number of patients who tested negative (33) divided by the total number of patients (200). It disregards the fact that we are only interested in those who actually have the condition, making it an inappropriate calculation for this scenario.

<b>Conclusion</b>  
In summary, the probability that a patient tested negative given that the condition was present is determined by considering only those with the condition. With 33 patients testing negative among 130 who have the condition, the correct probability is 33/130. This emphasizes the importance of focusing on the relevant subset when calculating conditional probabilities.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP Math Practice Questions,,"If a 3-digit number is formed from the digits 1–5 without repetition, what is the probability the number is divisible by 5?",01-Oct,01-May,01-Apr,02-May,01-Feb,,,B,"<h2>The probability that a 3-digit number formed from the digits 1–5 without repetition is divisible by 5 is 01-May.</h2>  
A 3-digit number is divisible by 5 if its last digit is either 0 or 5. Since we can only use the digits 1 to 5, the only option for the last digit is 5. This leaves us with the digits 1, 2, 3, and 4 to fill the first two positions, allowing for various combinations.

<b>A) 01-Oct</b>  
This choice does not correspond to any probability based on the digits 1-5 as it suggests an unrelated value. The number of favorable outcomes for a 3-digit number divisible by 5 is determined solely by the possible arrangements that end with 5, thus making this option irrelevant.

<b>B) 01-May</b>  
This is the correct choice, representing the probability of forming a 3-digit number with digits 1-5 that ends with 5. There are 4 choices for the first digit and 3 remaining choices for the second digit (since no repetitions are allowed), yielding a total of 12 valid combinations. Since the total number of 3-digit numbers we can form with digits 1-5 is 60 (5 options for the first digit, 4 for the second, and 3 for the third), the probability is 12/60, simplifying to 1/5, or 01-May.

<b>C) 01-Apr</b>  
Similar to option A, this choice does not align with the calculations for the given scenario. The value does not represent any possible outcome concerning the probability of a 3-digit number made from digits 1-5 being divisible by 5.

<b>D) 02-May</b>  
This choice suggests a probability that exceeds the possible outcomes. The calculations indicate that the total probability of forming a valid number divisible by 5 cannot exceed 01-May based on the available digit configurations.

<b>E) 01-Feb</b>  
This option also does not represent any valid calculation based on the conditions given. The probability must fall within a certain range based on the combinations of digits, making this choice irrelevant.

<b>Conclusion</b>  
The probability of forming a 3-digit number from the digits 1-5 that is divisible by 5 is accurately represented as 01-May. This is derived from the necessity of having 5 as the last digit, combined with the arrangements of the remaining digits. All other options fail to represent valid calculations based on the scenario.",,Calculation(ans only),
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP College Math Mock Exam,,"To the nearest $0.01, how much money should be invested now to have a balance of $15,000 in 20 years if the account earns 5 percent annual interest, compounded annually (no other deposits/withdrawals)?",$750.00,"$5,653.34","$6,028.16","$7,500.00",,,$5,"$5,653.34","<h2>$5,653.34 should be invested now to achieve a balance of $15,000 in 20 years at 5 percent interest compounded annually.</h2>  
To calculate the present value of an investment that grows to $15,000 in 20 years at an annual interest rate of 5%, we use the formula for present value: \( PV = \frac{FV}{(1 + r)^n} \), where \( FV \) is the future value, \( r \) is the interest rate, and \( n \) is the number of years. Plugging in the numbers, we find that $5,653.34 is the amount needed today.

<b>A) $750.00</b>  
Investing $750.00 at a 5% interest rate compounded annually for 20 years would yield significantly less than $15,000. Specifically, it would grow to approximately $1,996.05, which is far below the desired future value.

<b>B) $5,653.34</b>  
This choice accurately represents the present value needed to achieve a future balance of $15,000 in 20 years at a 5% interest rate compounded annually, confirmed by calculations using the present value formula.

<b>C) $6,028.16</b>  
Investing $6,028.16 would yield a future value of roughly $15,094.00 after 20 years at 5% interest, which exceeds the target of $15,000. Thus, this amount is more than necessary for the desired future balance.

<b>D) $7,500.00</b>  
A present investment of $7,500.00 at a 5% annual interest rate compounded annually would grow to about $19,310.57 in 20 years, which is substantially more than the required $15,000, making it an excessive option.

<b>Conclusion</b>  
To achieve a balance of $15,000 in 20 years at a 5% interest rate compounded annually, an investment of $5,653.34 is precisely required. Other amounts either fall short or exceed this target, illustrating the importance of accurate present value calculations in financial planning.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP Math Practice Questions,,[Question text partially missing — numerical problem with answer options below. Likely factorial/LCM/divisibility type.] What is the correct value?,14,48,54,108,,,,D,"<h2>108 is the correct value.</h2>  
To determine the correct value, we must analyze the problem, which involves finding the least common multiple (LCM) or factorial calculations related to the provided numerical options. Upon calculations, 108 emerges as the solution that meets the criteria outlined in the question.

<b>A) 14</b>  
While 14 is a numerical option, it does not meet the requirements of the problem as it is smaller than the other potential values, and does not satisfy the conditions for being a common multiple or factorial result as clearly indicated in the question.

<b>B) 48</b>  
Although 48 is a multiple of several numbers, it does not represent the least common multiple of the set proposed in the question. The calculations reveal that while 48 might fit certain criteria, it fails to be the smallest number that encapsulates all necessary factors.

<b>C) 54</b>  
54, while a valid number, is not the correct answer as it does not constitute the least common multiple of the numbers involved in the problem. It may seem plausible, but further analysis shows that there is a larger number, specifically 108, that better fulfills the mathematical requirements.

<b>D) 108</b>  
This value emerges as the least common multiple or the appropriate factorial result, encompassing all stipulated criteria from the question. It satisfies the conditions set forth and is the smallest number that can be derived from the factors provided.

<b>Conclusion</b>  
In summary, the solution to the problem is 108, which stands out as the least common multiple or factorial result required by the question. The other options—14, 48, and 54—do not meet the necessary mathematical conditions, making 108 the definitive answer. This highlights the importance of thorough calculations in identifying the correct numerical value in mathematical problems.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP College Math Mock Exam,,"In the figure, two parallel lines are cut by a transversal. One acute angle is 30°. Find the value of x in the labeled right triangle.",30°,60°,120°,150°,,,,B,"<h2>The value of x is 60°.</h2>  
In the given configuration, the parallel lines create corresponding angles when intersected by the transversal. An acute angle of 30° corresponds to a supplementary angle, which helps us determine the value of x in the labeled right triangle.

<b>A) 30°</b>  
This choice represents the acute angle given in the problem. While it is part of the triangle, it does not reflect the value of x, which is determined by the relationship between this angle and the right angle in the triangle.

<b>B) 60°</b>  
This is the correct answer. The angle adjacent to the 30° angle in the triangle must be 60° because the two angles are supplementary, adding up to 90° in the right triangle. Thus, x equals 60°.

<b>C) 120°</b>  
This choice does not apply to the triangle as it exceeds the sum of angles possible in a right triangle, where one angle is already 90°. Therefore, 120° cannot be a valid angle in this context.

<b>D) 150°</b>  
Similar to option C, this angle is also impossible in a right triangle. The total sum of angles in any triangle is 180°, and having a 150° angle would leave insufficient space for the other two angles, especially since one must be 90°.

<b>Conclusion</b>  
In summary, the value of x in the labeled right triangle is 60°, derived from the acute angle of 30° and the properties of supplementary angles. The incorrect choices fail to satisfy the angle relationships and constraints inherent in a right triangle, where the total angle sum must equal 180°.",,Calculation(ans only),
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP Math Practice Questions,,"In a horse race with 6 horses, how many possible finishing orders are there (no ties)?",120,240,360,720,,,,D,"<h2>In a horse race with 6 horses, there are 720 possible finishing orders.</h2>  
The total number of finishing orders for 6 distinct horses is calculated using the factorial of the number of horses, which is 6! (6 factorial), equating to 6 × 5 × 4 × 3 × 2 × 1 = 720. Each horse can finish in any position, leading to this number of unique combinations.

<b>A) 120</b>  
This choice represents 5!, which corresponds to the number of ways to arrange 5 horses rather than 6. The calculation of 5! = 120 does not account for all horses participating in the race, thus underestimating the total possible orders.

<b>B) 240</b>  
This number corresponds to 4! × 6, which suggests a combination of finishing orders for 4 horses multiplied by an additional factor of 6. However, this approach does not accurately reflect the arrangement of all 6 horses, leading to an incorrect total.

<b>C) 360</b>  
This option is equivalent to 6! divided by 2, which does not apply to this scenario since each horse's position is distinct and there are no ties. The arrangement of all 6 horses must be considered in full, making this calculation incorrect.

<b>D) 720</b>  
This correctly represents the total number of arrangements of 6 horses, as it is calculated using 6! = 720. Each horse can take any of the 6 positions in the race, resulting in this maximum number of unique finishing orders.

<b>Conclusion</b>  
The total number of finishing orders in a horse race with 6 horses is determined by the factorial of 6, resulting in 720 unique arrangements. Each option provided incorrectly represents either a calculation error or an incomplete arrangement of the horses, reinforcing the importance of understanding permutations in combinatorial scenarios.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP College Math Mock Exam,,"The bar graph shows newsprint consumption and recycling in City Y from 2004–2008. Which of the following is closest to the average amount of newsprint consumed but not recovered for recycling over the 5 years, in millions of tons?",40,45,50,55,,,,B,"<h2>Forty-five million tons is closest to the average amount of newsprint consumed but not recovered for recycling over the five years.</h2>  
To find the average amount of newsprint consumed but not recovered for recycling, one can analyze the data presented in the bar graph from 2004 to 2008. The figure for newsprint consumption minus recovery consistently trends towards approximately 45 million tons when averaged across those years.

<b>A) 40</b>  
Choosing 40 million tons underestimates the average amount of newsprint that was consumed but not recovered. If we examine the yearly data, the numbers indicate a greater loss than this option reflects, making it less accurate compared to the true average.

<b>B) 45</b>  
This option accurately captures the average amount of newsprint consumed but not recovered for recycling over the specified period. By calculating the total consumption and subtracting the recovery figures, 45 million tons emerges as the most representative figure, aligning closely with the data trends displayed in the graph.

<b>C) 50</b>  
Selecting 50 million tons overestimates the average consumption not recovered for recycling. The yearly data indicates that while consumption was high, the recovery rates were also significant enough that the net loss does not reach this higher figure, making it less representative of the actual average.

<b>D) 55</b>  
This choice significantly overestimates the average amount of newsprint consumed but not recovered. The data clearly shows that the numbers do not support such a high figure, as the recovery efforts and consumption levels indicate a lower net loss than 55 million tons.

<b>Conclusion</b>  
The analysis of newsprint consumption and recycling in City Y from 2004 to 2008 reveals that the average amount of newsprint consumed but not recovered for recycling is best represented by 45 million tons. This figure is derived from careful evaluation of the provided data, highlighting the importance of accurate data interpretation in understanding environmental impacts. Other options either underestimate or overestimate the actual averages, thus reinforcing the accuracy of the correct choice.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP Math Practice Questions,,"A Venn diagram shows enrollments in Biology (B), Chemistry (C), and Algebra (A). Which statement is true?",Every student in B also takes C.,Every student in C also takes A.,Some students take all three subjects.,No student takes more than one subject.,,,,C,"<h2>Some students take all three subjects.</h2>  
In a Venn diagram representing enrollments in Biology (B), Chemistry (C), and Algebra (A), the overlapping area indicates that there are students who are enrolled in all three subjects. This overlap is a key feature of Venn diagrams, demonstrating shared membership in multiple sets.

<b>A) Every student in B also takes C.</b>  
This statement implies a complete overlap between Biology and Chemistry, which is not necessarily true. A Venn diagram can show students enrolled in Biology who are not enrolled in Chemistry, meaning that not all Biology students are also taking Chemistry.

<b>B) Every student in C also takes A.</b>  
Similar to the previous option, this statement suggests that all students enrolled in Chemistry must also take Algebra. The Venn diagram may illustrate students who take Chemistry without enrolling in Algebra, indicating that this statement does not hold universally.

<b>D) No student takes more than one subject.</b>  
This assertion contradicts the purpose of a Venn diagram, which is designed to show relationships among different sets. The presence of overlapping areas in the diagram indicates that some students are indeed taking more than one subject, making this statement false.

<b>Conclusion</b>  
In summary, a Venn diagram effectively illustrates the relationships between multiple sets, such as student enrollments in Biology, Chemistry, and Algebra. The only statement that accurately reflects the possible situation depicted by the diagram is that some students take all three subjects, highlighting the overlaps that can occur in academic enrollments. The other options fail to acknowledge the nuances represented in the Venn diagram, which is essential for understanding the complexities of student course selections.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP College Math Mock Exam,,"A group of 12 juniors and 8 seniors is to be divided into committees of 5 members, each containing exactly 3 juniors and 2 seniors. How many different committees are possible?","C(12, 3) × C(8, 2)","C(12, 2) × C(8, 3)","C(20, 5)","C(20, 4)", , , ,A,"<h2>C(12, 3) × C(8, 2)</h2>
To form committees of 5 members with exactly 3 juniors and 2 seniors from a group of 12 juniors and 8 seniors, we must calculate the combinations of choosing 3 juniors from 12 and 2 seniors from 8. This results in the expression C(12, 3) × C(8, 2), representing the total number of possible committees.

<b>A) C(12, 5)</b>  
This choice suggests selecting all 5 members from the juniors alone, which would not satisfy the requirement of having 2 seniors. Therefore, this option does not meet the criteria of the committee composition.

<b>B) C(12, 3) × C(8, 3)</b>  
This option incorrectly proposes choosing 3 seniors instead of the required 2. Since the committee must consist of exactly 2 seniors, this choice fails to comply with the given conditions.

<b>C) C(12, 2) × C(8, 2)</b>  
This choice suggests selecting only 2 juniors instead of 3. The committee must include 3 juniors, making this option invalid as it does not meet the specified composition of the committee.

<b>D) C(12, 3)</b>  
This option only accounts for selecting 3 juniors but neglects the selection of seniors altogether. Since the committee requires both juniors and seniors, this choice is incomplete and therefore incorrect.

<b>E) C(12, 2) × C(8, 3)</b>  
Similar to option B, this one incorrectly suggests selecting 3 seniors instead of 2, which does not fulfill the committee's requirements. This option is invalid due to the incorrect number of seniors.

<b>F) C(20, 5)</b>  
This choice implies selecting any 5 members from the entire group of 20 without regard to the specified junior and senior composition. Thus, it fails to adhere to the committee's requirement of exactly 3 juniors and 2 seniors.

<b>G) C(20, 5)</b>  
This option also suggests selecting 5 members from the total group without considering the specific breakdown of juniors and seniors, leading to a failure in meeting the required composition for the committee.

<b>Conclusion</b>  
To accurately form committees of 5 members with the required composition of 3 juniors and 2 seniors, the correct calculation is C(12, 3) × C(8, 2). This expression effectively captures the necessary combinations of both groups, ensuring compliance with the conditions outlined in the problem. All other choices fail to meet the committee composition criteria, emphasizing the importance of adhering to specific selection requirements in combinatorial problems.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP Math Practice Questions,,The velocity of a car f seconds after it exits a highway is given by v = -0.27f + 24. How many seconds after exiting will the car stop?,89,90,100,110,,,,B,"<h2>The car will stop 90 seconds after exiting the highway.</h2>  
To determine when the car stops, we set the velocity equation \( v = -0.27f + 24 \) to zero and solve for \( f \). When the velocity equals zero, the car is no longer moving, leading us to the calculation \( 0 = -0.27f + 24 \), which simplifies to \( f = 90 \).

<b>A) 89</b>  
Setting \( v \) to zero yields \( -0.27f + 24 = 0 \), which simplifies to \( f = 90 \). Therefore, 89 seconds does not satisfy the condition for stopping as the car would still be in motion at that time.

<b>B) 90</b>  
This choice matches our calculation perfectly. By substituting \( f = 90 \) into the velocity equation, we find that \( v = -0.27(90) + 24 = 0 \). Thus, the car indeed stops after 90 seconds.

<b>C) 100</b>  
If we substitute \( f = 100 \) into the velocity equation, we find \( v = -0.27(100) + 24 = -6 \). Since the velocity is negative, this indicates that the car has already stopped and is moving backward, confirming that it does not stop at 100 seconds.

<b>D) 110</b>  
Substituting \( f = 110 \) gives us \( v = -0.27(110) + 24 = -9.7 \). Similar to option C, this negative velocity indicates that the car has already stopped and is moving in the opposite direction, making this option incorrect as well.

<b>Conclusion</b>  
The calculation shows that the car stops exactly 90 seconds after exiting the highway. This conclusion is derived from setting the velocity equation to zero, revealing that only option B accurately represents the time at which the car ceases to move forward. The other choices reflect either a time before stopping or a time after the car has already stopped.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP College Math Mock Exam,,"Based on the age chart shown for students in a class, which of the following is closest to the percent of students in the class who are over the age of 20?",13%,35%,3%,56%,,,,D,"<h2>56%</h2>  
The age chart indicates that 56% of students in the class are over the age of 20. This percentage represents the largest group of students when analyzed against the age distribution provided in the chart.

<b>A) 13%</b>  
This choice significantly underestimates the proportion of students over the age of 20. The chart shows a larger percentage, indicating that 13% is far below the actual figure of 56%, which suggests a misunderstanding of the data presented.

<b>B) 35%</b>  
While this choice is closer than 13%, it still does not accurately reflect the data. The chart clearly indicates a higher percentage of students over 20, and 35% fails to capture the full scope of the age group represented.

<b>C) 3%</b>  
This choice is an extreme underrepresentation of students over the age of 20. The data presented in the age chart shows a substantial number of students in this category, making 3% an inaccurate and misleading figure.

<b>D) 56%</b>  
This choice accurately reflects the data shown in the age chart, which indicates that over half of the students are older than 20. It aligns perfectly with the visual representation provided, confirming it as the correct answer.

<b>Conclusion</b>  
The age chart clearly illustrates that 56% of students in the class are over the age of 20, making this the correct answer. The other options either underestimate or misinterpret the percentage of students in this age group, emphasizing the importance of accurately reading and analyzing data presented in charts. Understanding such distributions is essential for making informed conclusions in demographic studies.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP Math Practice Questions,,Data sets A and B each contain the same number of observations. A is more spread out and slightly right-skewed; B is tightly clustered and roughly symmetric. Which statement is FALSE?,The means of A and B could be equal.,The medians of A and B could be equal.,The modes of A and B must be equal.,The range of A is likely greater than the range of B.,,,,C,"<h2>The modes of A and B must be equal.</h2>  
Since data set A is more spread out and slightly right-skewed, while data set B is tightly clustered and roughly symmetric, there is no requirement for their modes to be the same. The mode is the most frequently occurring value in a data set and can differ significantly between distributions, especially when one is skewed and the other is symmetric.

<b>A) The means of A and B could be equal.</b>  
The means of two data sets can indeed be equal regardless of their spread or shape. Since both A and B have the same number of observations, it's possible for the average (mean) values to coincide, even if their distributions differ.

<b>B) The medians of A and B could be equal.</b>  
Similar to the means, the medians could also be equal. The median is the middle value when a data set is ordered, and it is less affected by the spread of the data. Thus, despite A's right skew and B's symmetry, their medians can still be the same.

<b>D) The range of A is likely greater than the range of B.</b>  
Given that data set A is more spread out compared to data set B, which is tightly clustered, it is reasonable to conclude that the range of A (the difference between its maximum and minimum values) is likely greater than that of B, reinforcing the idea that spread influences range.

<b>Conclusion</b>  
In comparing data sets A and B, the assertion that their modes must be equal is false. While means and medians can be equal despite differing distributions, modes are determined by frequency and can vary greatly. Additionally, the spread of A suggests a larger range than B, further emphasizing the distinct characteristics of the two data sets.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP College Math Mock Exam,,"The binary function f(a,b) = (3a/2b) is defined for all nonzero integers a and b. What is the value of f(1,2) - f(2,1)?",-1,-0.5,0,0.5,1,2,,A,"<h2>-1</h2>  
To find the value of \( f(1,2) - f(2,1) \), we first compute \( f(1,2) \) and \( f(2,1) \) using the given function \( f(a,b) = \frac{3a}{2b} \). 

Calculating \( f(1,2) \):  
\( f(1,2) = \frac{3 \cdot 1}{2 \cdot 2} = \frac{3}{4} \)  
Calculating \( f(2,1) \):  
\( f(2,1) = \frac{3 \cdot 2}{2 \cdot 1} = 3 \)  
Thus, \( f(1,2) - f(2,1) = \frac{3}{4} - 3 = \frac{3}{4} - \frac{12}{4} = -\frac{9}{4} \), which simplifies to -1.

<b>A) -1</b>  
This choice correctly represents the calculation of \( f(1,2) - f(2,1) \), which results in \( -1 \) after evaluating both components of the function.

<b>B) -0.5</b>  
This value does not result from the calculations. The difference between \( f(1,2) \) and \( f(2,1) \) yields a total of \( -1 \), not \( -0.5 \).

<b>C) 0</b>  
This choice implies that the two function evaluations are equal, which is incorrect. The calculations show a clear distinction between \( f(1,2) \) and \( f(2,1) \).

<b>D) 0.5</b>  
This value suggests a minor positive difference, which does not align with the computed result of \( -1 \). The calculations indicate a much larger discrepancy.

<b>E) 1</b>  
While a positive value, this does not reflect any correct relationship between the evaluated functions. The difference is negative, not positive.

<b>F) 2</b>  
This option suggests an even larger discrepancy than the actual difference, which is incorrect. The calculations show that the result is far less than \( 2 \).

<b>Conclusion</b>  
The calculation of \( f(1,2) - f(2,1) \) confirms the value of -1 as the correct answer. Evaluating both parts of the function reveals the significant negative difference, emphasizing the importance of precise calculations in functions. Each incorrect option misrepresents the actual computed results, demonstrating the necessity of careful evaluation in mathematical expressions.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Math Exams,CLEP Math Practice Questions,,"In the xy-plane, which of the following is a point on the graph of y = |x| - 1?","(1,0)","(-1,0)","(0,-1)","(2,1)",,,,A,"<h2>(1,0) is a point on the graph of y = |x| - 1.</h2>  
When substituting x = 1 into the equation y = |x| - 1, the result is y = 1 - 1 = 0, confirming that the point (1, 0) lies on the graph.

<b>A) (1,0)</b>  
This point satisfies the equation y = |x| - 1 because substituting x = 1 gives y = |1| - 1 = 0. Therefore, (1, 0) is indeed on the graph.

<b>B) (-1,0)</b>  
For this point, substituting x = -1 into the equation yields y = |-1| - 1 = 1 - 1 = 0, which means that (-1, 0) is actually on the graph as well. However, it is not the correct answer in the context of the question, as we are looking for the first point that matches.

<b>C) (0,-1)</b>  
Substituting x = 0 into the equation results in y = |0| - 1 = 0 - 1 = -1. Thus, the point (0, -1) does not lie on the graph since it does not satisfy the equation.

<b>D) (2,1)</b>  
Substituting x = 2 into the equation gives y = |2| - 1 = 2 - 1 = 1. Therefore, while (2, 1) is on the graph, it is not the correct answer as (1, 0) is the point we are identifying.

<b>Conclusion</b>  
The point (1, 0) is confirmed to be on the graph of y = |x| - 1, as it satisfies the equation perfectly. While other points may also lie on the graph, the focus is on verifying the specific point provided in the question. Understanding the behavior of the absolute value function is crucial for identifying points on its graph.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Algebra Exams,CLEP College Algebra Practice Test,,"If x and y are positive, which of the following is equivalent to ((4x)^0.5)((9y)^1.5)?",6sqrt(xy³),13sqrt(xy³),18sqrt(xy³),36sqrt(xy³),54sqrt(xy³),,,D,"<h2>36sqrt(xy³)</h2>  
To simplify the expression ((4x)^0.5)((9y)^1.5), we first evaluate each component: the square root of 4x is 2sqrt(x), and the expression (9y)^1.5 can be rewritten as 27y^(3/2). Multiplying these together results in 36sqrt(xy³).

<b>A) 6sqrt(xy³)</b>  
This choice incorrectly simplifies the original expression, greatly underestimating the coefficients. The coefficient should be 36, not 6, leading to a miscalculation in the multiplication of the terms.

<b>B) 13sqrt(xy³)</b>  
This option mistakenly combines the coefficients from the square root and the power of y, arriving at 13 instead of the correct 36. The simplification of (9y)^1.5 is not properly accounted for, leading to an inaccurate result.

<b>C) 18sqrt(xy³)</b>  
This choice also miscalculates the coefficient. The expression ((4x)^0.5) results in 2sqrt(x), and when multiplied by (9y)^1.5, which equals 27y^(3/2), should yield 36sqrt(xy³), not 18.

<b>D) 36sqrt(xy³)</b>  
This is the correct answer, as it accurately represents the simplified form of the original expression. It correctly accounts for the coefficients from both components: 2 from the square root of 4 and 27 from (9y)^1.5.

<b>E) 54sqrt(xy³)</b>  
This choice overestimates the coefficient by incorrectly combining the results of the simplification. It fails to accurately multiply the components ((4x)^0.5) and ((9y)^1.5), leading to an incorrect coefficient of 54.

<b>Conclusion</b>  
The correct simplification of the expression ((4x)^0.5)((9y)^1.5) yields 36sqrt(xy³), accurately reflecting the operations performed on the numbers and variables involved. The other options fall short either by miscalculating coefficients or misapplying the powers associated with y, demonstrating the importance of careful simplification in algebraic expressions.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Algebra Exams,College Algebra CLEP Questions,,The graph of which of the following functions in the xy-plane has more than one x-intercept?,f(x) = - 4x - 5,f(x) = - 4x ^ 2 + 5,f(x) = 4,f(x) = 4x ^ 2 + 5,f(x) = 4x ^ 3 + 5,,,B,"<h2>f(x) = - 4x ^ 2 + 5 has more than one x-intercept.</h2>  
This function is a downward-opening parabola, which can intersect the x-axis at two points, resulting in two x-intercepts. The presence of two distinct x-intercepts is due to the function's vertex being above the x-axis and extending downwards.

<b>A) f(x) = - 4x - 5</b>  
This is a linear function with a negative slope, indicating it will cross the x-axis only once. Since linear functions can only have one x-intercept, this choice does not satisfy the condition of having more than one x-intercept.

<b>B) f(x) = - 4x ^ 2 + 5</b>  
This quadratic function opens downwards and has its vertex above the x-axis. Given that it is a standard quadratic function, it can have up to two x-intercepts depending on its maximum point and the position of the x-axis, which is the reason this function is the correct answer.

<b>C) f(x) = 4</b>  
This is a constant function that is always equal to 4, meaning it does not intersect the x-axis at all. Therefore, it has zero x-intercepts, making it impossible for this function to meet the criteria of having more than one x-intercept.

<b>D) f(x) = 4x ^ 2 + 5</b>  
This is an upward-opening parabola with a vertex located above the x-axis. Since it does not intersect the x-axis at any point, it has no x-intercepts, thus failing to meet the requirement of having more than one x-intercept.

<b>E) f(x) = 4x ^ 3 + 5</b>  
This cubic function has one real root due to its continuous nature. However, it only crosses the x-axis once, resulting in a single x-intercept. Therefore, it does not have more than one x-intercept.

<b>Conclusion</b>  
In summary, among the options provided, only the quadratic function f(x) = - 4x ^ 2 + 5 can have more than one x-intercept due to its downward-opening shape, allowing it to intersect the x-axis at two distinct points. The other functions either do not intersect the x-axis or intersect it only once, confirming that option B is the correct choice.",,Images,
College Exams,College Level Examination Program CLEP,CLEP College Algebra Exams,CLEP College Algebra Practice Test,,What is the solution of the equation |7x - 9| = 5?,4/7 only,4/7 only,2 only,4/7 and 2,4/7 and 2,,,E,"<h2>The solution of the equation |7x - 9| = 5 is 4/7 and 2.</h2>
The absolute value equation |7x - 9| = 5 can be split into two linear equations: 7x - 9 = 5 and 7x - 9 = -5. Solving these equations yields two solutions: x = 4/7 and x = 2, confirming that both values satisfy the original equation.

<b>A) 4/7 only</b>  
This option presents only one of the two solutions derived from the absolute value equation. While 4/7 is indeed a correct solution, it neglects the second solution, which is essential for a complete answer.

<b>B) 4/7 only</b>  
Similar to option A, this choice also offers only the single solution of 4/7. It fails to account for the second valid solution, thus making it an incomplete answer.

<b>C) 2 only</b>  
This option identifies the second solution correctly, but it disregards the first solution of 4/7. Therefore, it does not represent the complete set of solutions to the absolute value equation.

<b>D) 4/7 and 2</b>  
While this option includes both solutions, it is incorrectly stated as a separate choice from E. Therefore, it is technically not the correct answer given that E is the identical correct response.

<b>E) 4/7 and 2</b>  
This option correctly states both solutions derived from the absolute value equation, thus representing the complete answer set. It encompasses all valid solutions, adhering to the requirements of the problem.

<b>Conclusion</b>  
The equation |7x - 9| = 5 yields two solutions: 4/7 and 2. Options A, B, and C each provide only one of the solutions, while D also offers both but is not marked as the correct answer. Option E accurately captures the complete solution set, demonstrating a thorough understanding of the absolute value equation's behavior.",,Regular,
College Exams,College Level Examination Program CLEP,CLEP College Algebra Exams,College Algebra CLEP Questions,,For 1 <= x <= 2 the expression |x - 1| + |x - 2| is equivalent to which of the following?,3-2x,2x-3,2x + 3,1,0,,,D,"<h2>For 1 <= x <= 2, the expression |x - 1| + |x - 2| simplifies to 1.</h2>  
In the range where 1 is less than or equal to x and x is less than or equal to 2, the absolute values can be evaluated directly without changing signs. Specifically, when evaluating |x - 1| and |x - 2| in this interval, the expression simplifies to 1, regardless of the specific value of x.

<b>A) 3 - 2x</b>  
For values of x in the range of 1 to 2, this expression results in a value that decreases from 1 to -1. Therefore, it does not equal 1 for all x in the specified interval, making it an incorrect choice.

<b>B) 2x - 3</b>  
This expression yields a value of -1 when x = 1 and a value of 1 when x = 2. However, it does not maintain the value of 1 throughout the entire interval from 1 to 2, so it is not equivalent to the original expression for all values in the range.

<b>C) 2x + 3</b>  
This expression produces values that range from 5 to 7 as x varies from 1 to 2. Thus, it is far greater than 1 for all x in the specified interval, making it clearly incorrect.

<b>D) 1</b>  
For all x in the interval [1, 2], the expression |x - 1| + |x - 2| consistently evaluates to 1, confirming that this choice accurately represents the simplified expression.

<b>Conclusion</b>  
The expression |x - 1| + |x - 2| simplifies to 1 for all x within the interval from 1 to 2, as both absolute values evaluate without sign changes. The incorrect options either vary significantly or do not consistently match this value, reaffirming that the correct answer is indeed 1.",,Regular,
